date,title,skills
2020-08-27,QA-инженер по автотестированию,"Тестирование,Средний (Middle),Java,Oracle,Jenkins,Selenium,Автоматизация тестирования,SQL"
2020-08-27,iOS разработчик (Swift),"Фронтенд,Средний (Middle),Swift,Разработка под iOS,Autolayout,Storyboard,UIkit"
2020-08-27,Разработчик BPM-решений ,"Аналитика,Средний (Middle),Camunda,BPMN,Бизнес аналитика,Системный анализ,Управление требованиями к ПО"
2020-08-27,Java developer,"Бэкенд,Средний (Middle),Java,Java spring framework,Высоконагруженные системы,ООП,SQL,Oracle,PostgreSQL,Hibernate"
2020-08-26,Ведущий исследователь данных / data scientist,"Другое,Средний (Middle),Python,R,Машинное обучение,Математическое моделирование"
2020-08-25,Data Engineer ,"Разработка ПО,Средний (Middle),SQL,Python,Spark,Scala,Etl,Hadoop"
2020-08-25,Data Scientist,"Аналитика,Средний (Middle),Python,SQL,Машинное обучение,Spark"
2020-08-25,Machine Learning Engineer,"Разработка ПО,Старший (Senior),Python,SQL,Java,Машинное обучение,Высоконагруженные системы"
2020-08-25,Data Scientist (CLTV),"Аналитика,Средний (Middle),SQL,Python,Машинное обучение"
2020-08-21,Java Developer (SberDevices),"Бэкенд,Старший (Senior),Java,Java spring framework,Kafka,Docker,MongoDB"
2020-08-21,Системный аналитик ,"Аналитика,Средний (Middle),XML,Uml,BPMN"
2020-08-21,Java-разработчик ,"Бэкенд,Средний (Middle),Java,Spring Boot"
2020-08-20,Инцидент-менеджер,"Поддержка,Старший (Senior),Itil"
2020-08-20,Начальник управления  развития бизнес-архитектуры и инструментов,"Другое,Ведущий (Lead),Создание архитектуры проектов,Проектирование архитектуры приложений,Архитектура по,Архитектура системы"
2020-08-20,"ИТ архитектор по направлениям Казначейство, Блок Финансы","Другое,Средний (Middle),Создание архитектуры проектов,Проектирование архитектуры приложений,Архитектура по,Архитектура предприятия"
2020-06-02,Java developer,"Разработка ПО,Java,Java spring framework"
2020-05-29,Auto QA Engineer,"Тестирование,Средний (Middle),C#,Java,SQL,Jira,Selenium,Автоматизация тестирования,Тестирование ПО"
2020-05-29,Team lead Java,"Разработка ПО,Ведущий (Lead),Java"
2020-05-29,Java Developer (Middle),"Бэкенд,Средний (Middle),Java,MySQL,Java spring framework,Devops"
2020-05-28,Software Engineer (Java),"Бэкенд,Средний (Middle),MySQL,Java,Oracle,Java spring framework,Rest"
2020-04-20,QA,"Тестирование,Средний (Middle),Автоматизация тестирования,Selenium,SQL,Высоконагруженные системы,PostgreSQL"
2020-04-17,QA специалист / QA engineer / Тестировщик,"Тестирование,Java,Java spring framework,JavaScript,ReactJS,Jenkins,Jira,Docker,Kubernetes"
2020-04-15,Тестировщик (нагрузочное тестирование),"Тестирование,Средний (Middle),Нагрузочное тестирование,Автоматизация тестирования,Apache jmeter,HP LoadRunner,Тестирование ПО,Java"
2020-04-15,Java Developer,"Бэкенд,Средний (Middle),Java,Java EE,Java spring framework,Oracle,Высоконагруженные системы"
2020-04-14,Java Middle Developer,"Бэкенд,Средний (Middle),Java,Java spring framework,Git,Linux,Kafka"
2020-04-13,Java Developer,"Разработка ПО,Java,Java spring framework"
2020-04-13,Test Lead,"Тестирование,Ведущий (Lead),Автоматизация тестирования,Junit,Тестирование ПО,Нагрузочное тестирование"
2020-04-13,Специалист (с навыками программирования на Python),"Разработка ПО,Python"
2020-04-13,Системный аналитик,"Аналитика,Системный анализ,Анализ требований,Бизнес аналитика,Бизнес-анализ,Аналитика требований,Системная аналитика,Описание бизнес-процессов"
2020-04-13,Главный тестировщик (QA Automation Engineer),"Тестирование,Автоматизация тестирования,Регрессионное тестирование,Разработка тест-кейсов,Функциональное тестирование"
2020-04-13,Team Lead Java Developer,"Разработка ПО,Java,Api интерфейсы"
2020-03-25,Ведущий разработчик ETL,"Разработка ПО,Ведущий (Lead),Pl/sql,Oracle plsql,Etl,Git,SVN"
2020-03-24,PHP-разработчик,"Разработка ПО,Средний (Middle),PHP,1с-битрикс,ООП,JavaScript,JQuery,SQL,Git"
2020-03-24,Главный java разработчик,"Бэкенд,Старший (Senior),Java"
2020-03-23,Инженер нагрузочного тестирования,"Тестирование,Средний (Middle),Нагрузочное тестирование,Apache jmeter,HP LoadRunner"
2020-03-20,"Frontend-разработчик, проект ""Управление сбойными ситуациями"" Москва","Фронтенд,Старший (Senior),ReactJS,Redux"
2020-03-12,Ведущий инженер по сопровождению,"Администрирование,Средний (Middle),Unix,Linux,SQL,Jenkins,Devops"
2020-03-12,Java Developer,"Бэкенд,Средний (Middle),Java,Hibernate,Java spring framework,Git,Apache maven"
2020-03-09,Java developer,"Разработка ПО,Java,Java spring framework"
2020-03-09,Системный аналитик,"Аналитика,ООП,Системная аналитика"
2020-08-20,ИТ архитектор по направлению SAP (финансы),"Другое,Средний (Middle),Создание архитектуры проектов,Проектирование архитектуры приложений,Архитектура по,Архитектура системы"
2020-08-20,Middle frontend-разработчик (React),"Фронтенд,Средний (Middle),ReactJS,JavaScript,Angular,PostgreSQL,MongoDB,MySQL,Linux,Redux,Vue.js"
2020-08-20,Корпоративный архитектор по направлению управление доступом,"Другое,Средний (Middle),Проектирование архитектуры приложений,Архитектура по,Архитектура предприятия"
2020-08-20,Менеджер-методолог Ситуационного центра (Mission control center),"Менеджмент,Старший (Senior),Itil,Microsoft Excel,Английский язык,Организация бизнес-процессов"
2020-08-20,Архитектор в Центр облачных компетенций департамента корпоративной архитектуры,"Разработка ПО,Средний (Middle),Java"
